tweet;emotion;Neutral,''- (10/10) gw suka jadi wanita misterius - (100/10) omg lucu banget capa ini - (8/10) ni pasti temen smp - (8,5/10) do you get deja vuu''
''revisi proposal dikira 30k/revisi, tapi perintahnya nambahin penjelasan 2 variabel lain + hasil penelitian dari tiap variabel :), ngilang berhari2, dateng2 nuduh nipu. padahal cust yg lain suka aku kasih bonus page atau pengurangan harga'';Sad;Sad,''reyna tuh segala pengen beliin martabak buat emak sama s jesi kan jadinya mas al sedih. terus nanti pasti nino dower bakalan bilang k mb andin . kasian banget kamu mas al''
''reyna tuh segala pengen beliin martabak buat emak sama s jesi kan jadinya mas al sedih. terus nanti pasti nino dower bakalan bilang k mb andin . kasian banget kamu mas al'';Sad;Love,''rezeki banget, alhamdulillah dari keluarga nggak ada yg nuntut ini itu''
''rezeki banget, alhamdulillah dari keluarga nggak ada yg nuntut ini itu'';Love;Anger,''rich itu udah lama sekali rich ngehapus sebagian memorinyaa kaah? kek dia benci sekali memori ituu dan dia gamauu inget?''
''rich itu udah lama sekali rich ngehapus sebagian memorinyaa kaah? kek dia benci sekali memori ituu dan dia gamauu inget?'';Anger;Love,''rindu ama doi :)''
''rindu ama doi :)'';Love;Sad,''rindu sekali dengan ipe, rindu tempat saya menangis, orang yang saya jadikan alasan untuk suka dg buah naga. (foto ini diambil ketika kt memperjuangkan ugm, dan melepas penat belajar ke pasar kangen yogyakarta)''
''rindu sekali dengan ipe, rindu tempat saya menangis, orang yang saya jadikan alasan untuk suka dg buah naga. (foto ini diambil ketika kt memperjuangkan ugm, dan melepas penat belajar ke pasar kangen yogyakarta)'';Sad;Sad,''rindumu sajak sentuhan. kalimatku pernah pucat pula. sama halnya dengan keriput lengan ibunda''
''rindumu sajak sentuhan. kalimatku pernah pucat pula. sama halnya dengan keriput lengan ibunda'';Sad;Anger,''risih, gak suka banget soalnya kayak yang terlalu .. gimana gitu''
''risih, gak suka banget soalnya kayak yang terlalu .. gimana gitu'';Anger;Joy,''risol kenapa enak banget ya''
''risol kenapa enak banget ya'';Joy;Sad,''rl ku sumpah messed up ku kira yg online udah fine fine aja jir. taunya.. ya udh kecewa bgt gk si''
''rl ku sumpah messed up ku kira yg online udah fine fine aja jir. taunya.. ya udh kecewa bgt gk si'';Sad;Fear,''rodo ngeri sedep bismillah iso yo iso semangat garuda muda''
''rodo ngeri sedep bismillah iso yo iso semangat garuda muda'';Fear;Neutral,''rommy dibui selama satu tahun dan denda rp100 jutaa ''
''rommy dibui selama satu tahun dan denda rp100 jutaa '';Neutral;"Neutral,''ronaldo ""gak usah sedih gue juga dulu kayak elu.. tapi parahan elu sih""''"
"''ronaldo ""gak usah sedih gue juga dulu kayak elu.. tapi parahan elu sih""''";Neutral;"Neutral,''ronaldo berkata :"" jangan sedih yak, besok abang beliin truck.""''"
"''ronaldo berkata :"" jangan sedih yak, besok abang beliin truck.""''";Neutral;Neutral,''ronaldo: 'gak usah sedih, kayak aku ini loh main bagus atau jelek gaji tetep selangit..' elanga: 'nggeh do, bar iki langsung party wae aku..'''
''ronaldo: 'gak usah sedih, kayak aku ini loh main bagus atau jelek gaji tetep selangit..' elanga: 'nggeh do, bar iki langsung party wae aku..''';Neutral;Joy,''roti tawar pke mentega enak jg''
''roti tawar pke mentega enak jg'';Joy;Anger,''ruhut kader terbaik dlm hal menjilat..bego di pelihara, ga punya urat malu''
''ruhut kader terbaik dlm hal menjilat..bego di pelihara, ga punya urat malu'';Anger;Sad,''rumah sepi nihh''
''rumah sepi nihh'';Sad;Neutral,''rumahnya luas tp sempit, tinggi, tengahnya ruang tv kamarnya 3 muterin ruangan. di situ ak keluar bentar di teras soalnya sepi kan, itu mobil masih pada lewat trs aku bilang ma temenku kok masih pada bawa mobil sih berarti belum separah itu kan??''
''rumahnya luas tp sempit, tinggi, tengahnya ruang tv kamarnya 3 muterin ruangan. di situ ak keluar bentar di teras soalnya sepi kan, itu mobil masih pada lewat trs aku bilang ma temenku kok masih pada bawa mobil sih berarti belum separah itu kan??'';Neutral;Anger,''rumit banget jadi orang ya ,kalo ga suka ya simpel keep aja sih.ribet banget hidupnya''
''rumit banget jadi orang ya ,kalo ga suka ya simpel keep aja sih.ribet banget hidupnya'';Anger;Neutral,''rumit, kata pertama yg terlintas di kepala tiap ada karya oriol paulo yg keluar. krn kali ini series, kegilaannya lebih parah dari biasa dgn durasi yg lebih panjang dari kebanyakan film yg dia buat sebelumnya.''
''rumit, kata pertama yg terlintas di kepala tiap ada karya oriol paulo yg keluar. krn kali ini series, kegilaannya lebih parah dari biasa dgn durasi yg lebih panjang dari kebanyakan film yg dia buat sebelumnya.'';Neutral;Neutral,''sa gak pernah berhenti geleng liat dokter2 pake tiktot. rawan berbuat bodoh & multitafsir di platform itu. gak semua kita mahir menempatkan diri dan menata ekspektasi orang lain di ranah publik.''
''sa gak pernah berhenti geleng liat dokter2 pake tiktot. rawan berbuat bodoh & multitafsir di platform itu. gak semua kita mahir menempatkan diri dan menata ekspektasi orang lain di ranah publik.'';Neutral;Sad,''saat ini kamu sedang lelah sedih hingga kecewa karena setiap hal yang kamu perjuangkan tidak pernah sesuai harapan.''
''saat ini kamu sedang lelah sedih hingga kecewa karena setiap hal yang kamu perjuangkan tidak pernah sesuai harapan.'';Sad;"Anger,''saat itu juga pengen gua tonjok tapi ditahan jadinya gua dorong aja ampe jatoh dari bangku kalo suka tu bilang, lah ini malah bikin 3 kelas benci gua semua manaan ada yang bikin grup ""haters nya bella"" kenapasi alay banget goblok''"
"''saat itu juga pengen gua tonjok tapi ditahan jadinya gua dorong aja ampe jatoh dari bangku kalo suka tu bilang, lah ini malah bikin 3 kelas benci gua semua manaan ada yang bikin grup ""haters nya bella"" kenapasi alay banget goblok''";Anger;Joy,''saat paling bahagia menurutnya adalah saat ia tidur.''
''saat paling bahagia menurutnya adalah saat ia tidur.'';Joy;Neutral,''saat si bodoh merasa ikhlas dengan kebodohannya, di saat itulah si alim tengah bersedih dengan ilmunya''
''saat si bodoh merasa ikhlas dengan kebodohannya, di saat itulah si alim tengah bersedih dengan ilmunya'';Neutral;Sad,''sabar cuma agak sedih''
''sabar cuma agak sedih'';Sad;Neutral,''sabar jangan pake emosi''
''sabar jangan pake emosi'';Neutral;Neutral,''sabar je, debat sama orang tolol minim edukasi emang ya gitu gabakal ada abisnya''
''sabar je, debat sama orang tolol minim edukasi emang ya gitu gabakal ada abisnya'';Neutral;Anger,''sabar sabar gak boleh marah''
''sabar sabar gak boleh marah'';Anger;Anger,''sabar sabar jgn emosi''
''sabar sabar jgn emosi'';Anger;Neutral,''sabar sabar. kaget sama crossovernya. chigiri pulang kunigami udah nangis noh di pojokan''
''sabar sabar. kaget sama crossovernya. chigiri pulang kunigami udah nangis noh di pojokan'';Neutral;Fear,''sabar ya mbak, bingung mau berkata apa. kalau aku pribadi jdi mbaknya bakalan marah besar sih''
''sabar ya mbak, bingung mau berkata apa. kalau aku pribadi jdi mbaknya bakalan marah besar sih'';Fear;Neutral,''sabar yah orang kecil kyk kita mah dah biasa ditinggal''
''sabar yah orang kecil kyk kita mah dah biasa ditinggal'';Neutral;Neutral,''sabarlah wahai diriku, sesungguhnya allah bersama orang-orang yang sabar itulah yang selalu aku katakan dalam hati untuk menenangkan diri.. ketika hatiku terluka.''
''sabarlah wahai diriku, sesungguhnya allah bersama orang-orang yang sabar itulah yang selalu aku katakan dalam hati untuk menenangkan diri.. ketika hatiku terluka.'';Neutral;Joy,''sabtu ceria''
''sabtu ceria'';Joy;Joy,''sabtu ceria''
''sabtu ceria'';Joy;Joy,''sabtu ga libur mas tetap semangat''
''sabtu ga libur mas tetap semangat'';Joy;Neutral,''sabtu ini sudah jadwal bersih-bersih kamar kost karena berantakannya luar biasa. klora di sini, sudah memasuki usia kepala tiga, tahun ini.''
''sabtu ini sudah jadwal bersih-bersih kamar kost karena berantakannya luar biasa. klora di sini, sudah memasuki usia kepala tiga, tahun ini.'';Neutral;Fear,''sabtu pagi bukannya dapat kabar gembira malah dapat kabar yang bikin deg degan alias t____t jadwal ujian sekolah sama ukk bulan depan''
''sabtu pagi bukannya dapat kabar gembira malah dapat kabar yang bikin deg degan alias t____t jadwal ujian sekolah sama ukk bulan depan'';Fear;Neutral,''sabtu rasanya emg kaya weekend tp ga bisa santai yaa.. inget tagihan menanti''
''sabtu rasanya emg kaya weekend tp ga bisa santai yaa.. inget tagihan menanti'';Neutral;Joy,''sabtu sek semangat makaryo pren, uang kenakalan cair.''
''sabtu sek semangat makaryo pren, uang kenakalan cair.'';Joy;Joy,''sabtu yg cerah''
''sabtu yg cerah'';Joy;Neutral,''sadar ga kadang suatu yg kita genggam bisa hilang begitu saja. -bunda.''
''sadar ga kadang suatu yg kita genggam bisa hilang begitu saja. -bunda.'';Neutral;Neutral,''sadarlah bahwa semua bisa tidak seperti biasa dan berubah 360 derajat''
''sadarlah bahwa semua bisa tidak seperti biasa dan berubah 360 derajat'';Neutral;Neutral,''safir digulirkan ke arah dimana gerobak penjual crepes berada, yang dijual oleh ahjussi paling berbakat ( menurutnya ) membuat crepes, disana. . . katanya, ini crepes paling enak di seoul! padahal dia cuma tahu tempat ini, itupun karena dekat &''
''safir digulirkan ke arah dimana gerobak penjual crepes berada, yang dijual oleh ahjussi paling berbakat ( menurutnya ) membuat crepes, disana. . . katanya, ini crepes paling enak di seoul! padahal dia cuma tahu tempat ini, itupun karena dekat &'';Neutral;Neutral,''sahabat adalah mereka yang mampu mengeluarkan kemampuan terbaik yg ada dalam diri kamu. mereka yg selalu berimu semangat.''
''sahabat adalah mereka yang mampu mengeluarkan kemampuan terbaik yg ada dalam diri kamu. mereka yg selalu berimu semangat.'';Neutral;Neutral,''sahabat adalah mereka yg tahu bahwa ada sedih di matamu ketika seluruh dunia percaya dengan senyum di wajahmu.''
''sahabat adalah mereka yg tahu bahwa ada sedih di matamu ketika seluruh dunia percaya dengan senyum di wajahmu.'';Neutral;Neutral,''saja bro. its real..''
''saja bro. its real..'';Neutral;Neutral,''saja ka dorg suro beli medium 2 set''
''saja ka dorg suro beli medium 2 set'';Neutral;Neutral,''saja nak kongsi dekat korang yang kami juga ada buka booth jualan merch, boleh singgah cuci mata tengok tengok fizikal dan zine lokal yang dijual rantai art event week 4 myground, mytown shopping centre 04 - 06 february 2022 10am - 10pm''
''saja nak kongsi dekat korang yang kami juga ada buka booth jualan merch, boleh singgah cuci mata tengok tengok fizikal dan zine lokal yang dijual rantai art event week 4 myground, mytown shopping centre 04 - 06 february 2022 10am - 10pm'';Neutral;Anger,''saja pilih yg kontroversi. mcm saja nak suruh org benci''
''saja pilih yg kontroversi. mcm saja nak suruh org benci'';Anger;Fear,''sakit banyak quin ini masih mau diperiksa penyebabnya. temenin dong takut nih sepi sekali''
''sakit banyak quin ini masih mau diperiksa penyebabnya. temenin dong takut nih sepi sekali'';Fear;Anger,''sakit hati, tapi ga berhak marah juga karena bukan siapa2''
''sakit hati, tapi ga berhak marah juga karena bukan siapa2'';Anger;Neutral,''sakit perutnya luar biasa bikin meringis''
''sakit perutnya luar biasa bikin meringis'';Neutral;Neutral,''sakit tenggorokan, bersin2, mual sampe muntah, badan kek gaenak tapi ga demam. pas iseng baca gejala omicron langsung ovt. doain aku sehat2 yaa, semoga ini cuma masuk angin sama radang biasa sedih rasanya kena penyakit ini''
''sakit tenggorokan, bersin2, mual sampe muntah, badan kek gaenak tapi ga demam. pas iseng baca gejala omicron langsung ovt. doain aku sehat2 yaa, semoga ini cuma masuk angin sama radang biasa sedih rasanya kena penyakit ini'';Neutral;Neutral,''salah bagi orang yang pikirannya negatif mulu, beginian doanh sebenarnya biasa aja tapi pasti nanti ada aja yg marah marah tu''
''salah bagi orang yang pikirannya negatif mulu, beginian doanh sebenarnya biasa aja tapi pasti nanti ada aja yg marah marah tu'';Neutral;Anger,''salah bank katanya tak bagi paperwork pakai letterhead firma dia. eh eh. kau yang bodoh ok. bank pon kata kau tak check sebelum bagi cust sign''
''salah bank katanya tak bagi paperwork pakai letterhead firma dia. eh eh. kau yang bodoh ok. bank pon kata kau tak check sebelum bagi cust sign'';Anger;Joy,''salah dap, jadi gk suka''
''salah dap, jadi gk suka'';Joy;Love,''salah fokus, minho lucu banget kalem begitu. suka banget kalau dia begitu, that's so soft of him. sampai ketemu di fanmeet nanti!''
''salah fokus, minho lucu banget kalem begitu. suka banget kalau dia begitu, that's so soft of him. sampai ketemu di fanmeet nanti!'';Love;Neutral,''salah lah wkwk ntar orang orang pada ikutan sedih, ya walaupun gua gk sedih sih''
''salah lah wkwk ntar orang orang pada ikutan sedih, ya walaupun gua gk sedih sih'';Neutral;Neutral,''salah satu manfaat revenge kill them with kindessâ adalah gaperlu musuhan, ga perlu cape marah marah, ada saatnya mereka see your worth and come to you.''
''salah satu manfaat revenge kill them with kindessâ adalah gaperlu musuhan, ga perlu cape marah marah, ada saatnya mereka see your worth and come to you.'';Neutral;Anger,''salah sendiri baperan, tolol!''
''salah sendiri baperan, tolol!'';Anger;Anger,''salah sih bang gua liat retweet lu pagi2 gini. auto kesel baca twit mutajir. jadinya kan gua memulai weekend yg cerah ini dgn kekesalan. emang bener kata emak, kalo bangun tidur jangan langsung buka twitter.''
''salah sih bang gua liat retweet lu pagi2 gini. auto kesel baca twit mutajir. jadinya kan gua memulai weekend yg cerah ini dgn kekesalan. emang bener kata emak, kalo bangun tidur jangan langsung buka twitter.'';Anger;Anger,''salahnya dimana ketika harus marah pada hal yang salah?? sedang kebaikan kebaikan yg juga ada pada video engkau potong potong.. gak kelas komisaris ndul..''
''salahnya dimana ketika harus marah pada hal yang salah?? sedang kebaikan kebaikan yg juga ada pada video engkau potong potong.. gak kelas komisaris ndul..'';Anger;Neutral,''salam , tolong tangkap gemuk tak pakai mask tu. menteri tak berani nak marah kawan-kawan dia.''
''salam , tolong tangkap gemuk tak pakai mask tu. menteri tak berani nak marah kawan-kawan dia.'';Neutral;Neutral,''salam, phia. perkenalkan saya gading baskara, gading biasa disapa. sudah ada agenda apa untuk akhir pekannya?''
''salam, phia. perkenalkan saya gading baskara, gading biasa disapa. sudah ada agenda apa untuk akhir pekannya?'';Neutral;Joy,''salam..semoga di pagi yg cerah ini kita semua selalu di beri kesehatan''
''salam..semoga di pagi yg cerah ini kita semua selalu di beri kesehatan'';Joy;Joy,''sale pisang 8k, ini enak bangett . dom tangerang 5 qa?link toko ada di bawah ya''
''sale pisang 8k, ini enak bangett . dom tangerang 5 qa?link toko ada di bawah ya'';Joy;Neutral,''saling menyayangi. saling memiliki. saling membutuhkan. saling takut kehilangan. itu yang terpenting.''
''saling menyayangi. saling memiliki. saling membutuhkan. saling takut kehilangan. itu yang terpenting.'';Neutral;Joy,''sama aku juga gitu kak sender, kadang mikir knp ya aku ga kek temen ku yg banyak gitu suka ke dia, sedangkan aku udah mau kepala 2 belom pernah tu rasanya didekatin hehe tapi gapapa sih kan lebih baik jomblo, yok semangat jomblo sampai ketemu jodoh''
''sama aku juga gitu kak sender, kadang mikir knp ya aku ga kek temen ku yg banyak gitu suka ke dia, sedangkan aku udah mau kepala 2 belom pernah tu rasanya didekatin hehe tapi gapapa sih kan lebih baik jomblo, yok semangat jomblo sampai ketemu jodoh'';Joy;Sad,''sama banget sampe males ngasi tau kalo aku cewe, kadang drivernya suka kaget loh cewe toh kak, saya kira cowo, sedih :(''
''sama banget sampe males ngasi tau kalo aku cewe, kadang drivernya suka kaget loh cewe toh kak, saya kira cowo, sedih :('';Sad;Sad,''sama cowo kembar, tapi keknya yg satu suka sm gua, trs kita kos an nya sebelahan gitu, dia baikk banget, terus entah kenapa mereka (yg kembar itu) tiba tiba ngejauh, bahkan pindah kost, jadi gue kesepian, lagi dan lagi''
''sama cowo kembar, tapi keknya yg satu suka sm gua, trs kita kos an nya sebelahan gitu, dia baikk banget, terus entah kenapa mereka (yg kembar itu) tiba tiba ngejauh, bahkan pindah kost, jadi gue kesepian, lagi dan lagi'';Sad;Sad,''sama kak gw juga dari semalem sampe kebangun pagi² buta tuh karena itu, mikirin komentar² orang² itu, pada jahat² banget tau ga komenya, ada juga yg ngomongin win gw. sedih bgt gw asli, dari tadi aja rasanya badmood bgtt anjirr''
''sama kak gw juga dari semalem sampe kebangun pagi² buta tuh karena itu, mikirin komentar² orang² itu, pada jahat² banget tau ga komenya, ada juga yg ngomongin win gw. sedih bgt gw asli, dari tadi aja rasanya badmood bgtt anjirr'';Sad;Neutral,''sama lah juga, cerita sedih hutang negara 1 trillion, rakyat siap menderma dalam tabung harapan, alih-alih kau meeting minum gloria jean's, minum evian. benda bebal ni menyebabkan ph tumbang dalam prk dan prn. marhean kepala hangguk.''
''sama lah juga, cerita sedih hutang negara 1 trillion, rakyat siap menderma dalam tabung harapan, alih-alih kau meeting minum gloria jean's, minum evian. benda bebal ni menyebabkan ph tumbang dalam prk dan prn. marhean kepala hangguk.'';Neutral;Love,''sama sama penyayang dan suka manjain pasangannya!! jadi mereka pas banget buat kamu manja-manjaan, mereka suka sama anak yang manja!! lovely pokoknyaa''
''sama sama penyayang dan suka manjain pasangannya!! jadi mereka pas banget buat kamu manja-manjaan, mereka suka sama anak yang manja!! lovely pokoknyaa'';Love;Joy,''sama samaa, semangat terus kak nulisnya''
''sama samaa, semangat terus kak nulisnya'';Joy;Neutral,''sama. gw biasa jalan dipaling pinggir sambil blg sorry''
''sama. gw biasa jalan dipaling pinggir sambil blg sorry'';Neutral;Neutral,''sama. wkwkw. tenang ellie, aku disini menemani kamu agak bodoh dikit.''
''sama. wkwkw. tenang ellie, aku disini menemani kamu agak bodoh dikit.'';Neutral;Love,''samaa yaampun, lily juga suka berebutan sama kaka!! feeding frenzyy yaa?? yaampun kangen banget''
''samaa yaampun, lily juga suka berebutan sama kaka!! feeding frenzyy yaa?? yaampun kangen banget'';Love;Neutral,''sama² sedih brarti jodoh''
''sama² sedih brarti jodoh'';Neutral;Love,''sama-sama kak aku suka banget n di sini wkwk''
''sama-sama kak aku suka banget n di sini wkwk'';Love;Love,''sama-sama sayangkuu! aa gemes banget snacknya huhu aku suka banget maaci cayang mwaah!''
''sama-sama sayangkuu! aa gemes banget snacknya huhu aku suka banget maaci cayang mwaah!'';Love;Love,''sama-sama, dia gak suka pilih-pilih makanan, ya? kayanya nina juga kasih makan yang banyak sampai dia gembul, lucu..''
''sama-sama, dia gak suka pilih-pilih makanan, ya? kayanya nina juga kasih makan yang banyak sampai dia gembul, lucu..'';Love;Neutral,''sampai 2024 selama rezim berkuasa baju merah super kebal hukum, apa kabar koruptor berbaju merah bansos''
''sampai 2024 selama rezim berkuasa baju merah super kebal hukum, apa kabar koruptor berbaju merah bansos'';Neutral;Joy,''sampai kapan kamu mau pura pura bahagia?''
''sampai kapan kamu mau pura pura bahagia?'';Joy;Love,''sampai sekarang aku masih suka banget sih sama air. tapi udah nggak pengen jadi mermaid. sekarang maunya jadi tyrannosaurus rex''
''sampai sekarang aku masih suka banget sih sama air. tapi udah nggak pengen jadi mermaid. sekarang maunya jadi tyrannosaurus rex'';Love;Fear,''sampe asma kambuh tapi bela2in gak minum obat karna takut teler dikantor.''
''sampe asma kambuh tapi bela2in gak minum obat karna takut teler dikantor.'';Fear;Neutral,''sampe jam sgini rumah msie sepi blom ada yg bangun''
''sampe jam sgini rumah msie sepi blom ada yg bangun'';Neutral;Sad,''sampe pagi ini masih nempel suara denise cover day6 ini di kepala..antara masih msih kagum dan sedih karna dia salah satu orng yg bikin ku tertarik ke kpop karna headvoice dan range vocal dia bagus bgt:'(''
''sampe pagi ini masih nempel suara denise cover day6 ini di kepala..antara masih msih kagum dan sedih karna dia salah satu orng yg bikin ku tertarik ke kpop karna headvoice dan range vocal dia bagus bgt:'('';Sad;Sad,''sampe sekarang masih bertanya tanya kenapa orang suka banget buat sampah di halaman rumahku yaa, sedih harus bersihin terus''
''sampe sekarang masih bertanya tanya kenapa orang suka banget buat sampah di halaman rumahku yaa, sedih harus bersihin terus'';Sad;Neutral,''sampe skrg gw ngatau tadi pas dia di rs bocah yg takut sama dia cwk apa cwk''
''sampe skrg gw ngatau tadi pas dia di rs bocah yg takut sama dia cwk apa cwk'';Neutral;Joy,''sampe temen temen aku inget aku suka banget sama lagu ini haha''
''sampe temen temen aku inget aku suka banget sama lagu ini haha'';Joy;Neutral,''sangat mengejutkan ya bun, merangkap jd apa saja''
''sangat mengejutkan ya bun, merangkap jd apa saja'';Neutral;Anger,''sangat tolol bbm langka,beras mahal cuma sarapan jagung dan ubi sebelum berangkat sekolah itu sekitar 2006 sampai 2011''
''sangat tolol bbm langka,beras mahal cuma sarapan jagung dan ubi sebelum berangkat sekolah itu sekitar 2006 sampai 2011'';Anger;Anger,''santai aja bg. aku nanya karna emg gatau. di caption fungsi nya utk mengurangi kelelahan. aku baru tau. cara kerja nya yang gatau. santai ya bg. jgn gampang goblok goblokin orang goblok''
''santai aja bg. aku nanya karna emg gatau. di caption fungsi nya utk mengurangi kelelahan. aku baru tau. cara kerja nya yang gatau. santai ya bg. jgn gampang goblok goblokin orang goblok'';Anger;Joy,''santai bos , gak ush emosi , sabar ok. biarkan mereka menilai seperti yak apa , kita cukup memilih mana yg lbh cocok wkwk''
''santai bos , gak ush emosi , sabar ok. biarkan mereka menilai seperti yak apa , kita cukup memilih mana yg lbh cocok wkwk'';Joy;Anger,''santai buat cowok , gak ush emosi , sabar ok. biarkan mereka menilai seperti yak apa tentang cowok , kita cukup memilih mana yg lbh cocok haha''
''santai buat cowok , gak ush emosi , sabar ok. biarkan mereka menilai seperti yak apa tentang cowok , kita cukup memilih mana yg lbh cocok haha'';Anger;Neutral,''santai din''
''santai din'';Neutral;Neutral,''santai dolo d kamar''
''santai dolo d kamar'';Neutral;Neutral,''santai je orang kaya gitu mending rnb ana''
''santai je orang kaya gitu mending rnb ana'';Neutral;Neutral,''santai pelan-pelan belajar pasti bisa''
''santai pelan-pelan belajar pasti bisa'';Neutral;Anger,''saraf pada otak mutanjir kena, ini mah udh ga ketolong tolol nya''
''saraf pada otak mutanjir kena, ini mah udh ga ketolong tolol nya'';Anger;Neutral,''sarapan bubur ngga pake kacang dan tentu saja diaduk''
''sarapan bubur ngga pake kacang dan tentu saja diaduk'';Neutral;Neutral,''sarapan dlu bang biar bahagia, jangan sedih''
''sarapan dlu bang biar bahagia, jangan sedih'';Neutral;Joy,''sarapan dulu biar semangat''
''sarapan dulu biar semangat'';Joy;Joy,''sarapan dulu dongg biar tambah semangat''
''sarapan dulu dongg biar tambah semangat'';Joy;Neutral,''sarapan hari ini dengan seporsi mie instan untuk menemani sunyi setelah kepergian tanpa pesan..''
''sarapan hari ini dengan seporsi mie instan untuk menemani sunyi setelah kepergian tanpa pesan..'';Neutral;Neutral,''sarapan pake nasgor enak gk yh''
''sarapan pake nasgor enak gk yh'';Neutral;Joy,''sarapan tenongan si enak''
''sarapan tenongan si enak'';Joy;Love,''sate aja, anna kan suka banget makan sate''
''sate aja, anna kan suka banget makan sate'';Love;Joy,''satu bulan belakangan lumayan sibuk banyak kegiatan di luar rumah.. terus beberapa hari yang lalu asam lambung sempet kambuh udah takut banget bakal drop lagi.. tapi ga disangka, puji tuhan hari ini kondisi aku udah jauh lebih baikkan.. thankyou jesus''
''satu bulan belakangan lumayan sibuk banyak kegiatan di luar rumah.. terus beberapa hari yang lalu asam lambung sempet kambuh udah takut banget bakal drop lagi.. tapi ga disangka, puji tuhan hari ini kondisi aku udah jauh lebih baikkan.. thankyou jesus'';Joy;Sad,''satu hal yang saya benci''
''satu hal yang saya benci'';Sad;Anger,''satu kata jangan mengundi , sebab semua bodoh''
''satu kata jangan mengundi , sebab semua bodoh'';Anger;Anger,''satu keluarga suka kucing tapi ada 1 orang yaitu nenekku yang benci banget sama kucing kalo ketauan main kucing pasti diomelin, diperingatin toxo, penyakit, terus bulu nempel sebel banget apaan sih''
''satu keluarga suka kucing tapi ada 1 orang yaitu nenekku yang benci banget sama kucing kalo ketauan main kucing pasti diomelin, diperingatin toxo, penyakit, terus bulu nempel sebel banget apaan sih'';Anger;Sad,''satu satu aku suka kamu, dua dua aku sayang kamu, tiga tiga aku cinta kamu, satu dua tiga kamu kena modus ._.''
''satu satu aku suka kamu, dua dua aku sayang kamu, tiga tiga aku cinta kamu, satu dua tiga kamu kena modus ._.'';Sad;Anger,''satu sisi teriak-teriak darurat pandemi, di sisi lain melakukan hal2 bodoh macam ini. kasian sekali nasibmu rakyat''
''satu sisi teriak-teriak darurat pandemi, di sisi lain melakukan hal2 bodoh macam ini. kasian sekali nasibmu rakyat'';Anger;Neutral,''saturasi elu diatas 97 kan? iya.. gue mau test maju mundur takut semoga lu cepat sembuh istirahat yang banyak. jangan banyak pikiran''
''saturasi elu diatas 97 kan? iya.. gue mau test maju mundur takut semoga lu cepat sembuh istirahat yang banyak. jangan banyak pikiran'';Neutral;Neutral,''saturday gini tl gua sepi''
''saturday gini tl gua sepi'';Neutral;Neutral,''say! biasa bioskop tuh buka jam berapa si?''
''say! biasa bioskop tuh buka jam berapa si?'';Neutral;Anger,''say! gimana cara mainin perasaan cowo dan nantinya si cowo kek nyesel udah ninggalin cewenya gitu? kata temenku si gitu biar berpikir si cowonya ninggalin si x adalah pilihan bodoh ''
''say! gimana cara mainin perasaan cowo dan nantinya si cowo kek nyesel udah ninggalin cewenya gitu? kata temenku si gitu biar berpikir si cowonya ninggalin si x adalah pilihan bodoh '';Anger;Neutral,''saya aja suka sudu, kalau suka kamu, nanti garfu marah''
''saya aja suka sudu, kalau suka kamu, nanti garfu marah'';Neutral;Love,''saya banget bu. udah dm juga soal suka sama konten nya bu guru. tapi belum dibaca. semoga terpilih deh.''
''saya banget bu. udah dm juga soal suka sama konten nya bu guru. tapi belum dibaca. semoga terpilih deh.'';Love;Anger,''saya bisa masak, saya ini sudah ada bekal untuk main benda tajam dan minyak panas, jadi tolong hargai saya dan jangan bikin saya marah''
''saya bisa masak, saya ini sudah ada bekal untuk main benda tajam dan minyak panas, jadi tolong hargai saya dan jangan bikin saya marah'';Anger;Neutral,''saya dirundung banyak sekali tanya dalam satu waktu dalam satu ruang yang menyesakkan pada benak saya, tetapi bibir enggan berucap barang satu kata. ia memilih bungkam, sedang saya menurut saja dengan apa yang diperintahkan otak.''
''saya dirundung banyak sekali tanya dalam satu waktu dalam satu ruang yang menyesakkan pada benak saya, tetapi bibir enggan berucap barang satu kata. ia memilih bungkam, sedang saya menurut saja dengan apa yang diperintahkan otak.'';Neutral;Anger,''saya gak habis pikir petani kita sudah dibeginikan tapi masih aja mau pilih yang itu lagi dan lagi. dikasih tau malah marah, kapan sadarnya??''
''saya gak habis pikir petani kita sudah dibeginikan tapi masih aja mau pilih yang itu lagi dan lagi. dikasih tau malah marah, kapan sadarnya??'';Anger;Joy,''saya jual sale pisang 8k, ini enak bangett . dom tangerang 5 6,4k terjual''
''saya jual sale pisang 8k, ini enak bangett . dom tangerang 5 6,4k terjual'';Joy;Sad,''saya kecewa dengan keputusan tsb''
''saya kecewa dengan keputusan tsb'';Sad;Neutral,''saya kerja di jababeka dua kak rumah di cengkareng..paling pas krl aja udah kontra flow jadi sepi''
''saya kerja di jababeka dua kak rumah di cengkareng..paling pas krl aja udah kontra flow jadi sepi'';Neutral;"Neutral,''saya mau alih profesi, narik (taksi) online jadi sampingan saja,"" jelasnya.''"
"''saya mau alih profesi, narik (taksi) online jadi sampingan saja,"" jelasnya.''";Neutral;Love,''saya menyukai banyak orang. aku suka teman-teman saya, oppa, orang ini, orang itu tapi aku masih tidak tahu apa itu cinta.  -iu''
''saya menyukai banyak orang. aku suka teman-teman saya, oppa, orang ini, orang itu tapi aku masih tidak tahu apa itu cinta.  -iu'';Love;Joy,''saya merasa bahagia karena pelaku usaha?mkm disana mendapat penuh dukungan''
