Tweet;Label;Tweet,Label
ini mah enk di suami semua kga enak di istri gblk;Anger;ini mah enk di suami semua kga enak di istri gblk,Anger
maksud loo?? ngajak ribut? matcha enak banget woyy!!;Anger;maksud loo?? ngajak ribut? matcha enak banget woyy!!,Anger
salah sih bang gua liat retweet lu pagi2 gini. auto kesel baca twit mutajir. jadinya kan gua memulai weekend yg cerah ini dgn kekesalan. emang bener kata emak, kalo bangun tidur jangan langsung buka twitter.;Anger;salah sih bang gua liat retweet lu pagi2 gini. auto kesel baca twit mutajir. jadinya kan gua memulai weekend yg cerah ini dgn kekesalan. emang bener kata emak, kalo bangun tidur jangan langsung buka twitter.,Anger
hadeuh.. kita rakyat ini dibodohi duble dong.. enak sampeyan dapat gaji hanya utk kepentingan ketum partai..;Anger;hadeuh.. kita rakyat ini dibodohi duble dong.. enak sampeyan dapat gaji hanya utk kepentingan ketum partai..,Anger
point ke 3 tuh kek apa banget yah,mutajir mutajir,deketan lagi coba biar enak nampolnya.;Anger;point ke 3 tuh kek apa banget yah,mutajir mutajir,deketan lagi coba biar enak nampolnya.,Anger
anjeng gw kan make dn puasa gelar, kenapa pada bilang semangat puasa. bikin sakit hati aj;Anger;anjeng gw kan make dn puasa gelar, kenapa pada bilang semangat puasa. bikin sakit hati aj,Anger
sering banget update sw, pas abis minjem duit eh, kukira kontaknya udah terhapus anj.. foya-foya sambil ngumpet gak enak tau, bangsat;Anger;sering banget update sw, pas abis minjem duit eh, kukira kontaknya udah terhapus anj.. foya-foya sambil ngumpet gak enak tau, bangsat,Anger
bisa bisanya ada orang yang ga suka liat orang lain bahagia;Anger;bisa bisanya ada orang yang ga suka liat orang lain bahagia,Anger
susah bgt liat orang lain bahagia sih, dasar para pelakor;Anger;susah bgt liat orang lain bahagia sih, dasar para pelakor,Anger
"ga biasanya subuh2 nlpon, dg semangat bilang semua pegawai dikantornya hari ini wajib di pcr & swab gw yg dengernya spontan jwb ""moga semua masuk sorga"" auto nyolot & maki2 gw, anti rezim dan labeli kadrun cebongmah emang gitu, kayak pentol korek, digosok langsung ngegas";Anger;"ga biasanya subuh2 nlpon, dg semangat bilang semua pegawai dikantornya hari ini wajib di pcr & swab gw yg dengernya spontan jwb ""moga semua masuk sorga"" auto nyolot & maki2 gw, anti rezim dan labeli kadrun cebongmah emang gitu, kayak pentol korek, digosok langsung ngegas,Anger"
ngapain mikirin buat gitu!!! wasting time bgt dan tak penting, mending hidup bahagia hahahihi trs menjadi lebih baik.;Anger;ngapain mikirin buat gitu!!! wasting time bgt dan tak penting, mending hidup bahagia hahahihi trs menjadi lebih baik.,Anger
udah semangat on soalnya ada ayang yang nyemangatin. sialan lu idang;Anger;udah semangat on soalnya ada ayang yang nyemangatin. sialan lu idang,Anger
ya kalo mau poligami ikuti sunah rosul tunggu istri pertama meninggal dulu dan lu nikah ma nene2 yang udh tua dan miskin buat diurus bukan mau enak nya doang tolol;Anger;ya kalo mau poligami ikuti sunah rosul tunggu istri pertama meninggal dulu dan lu nikah ma nene2 yang udh tua dan miskin buat diurus bukan mau enak nya doang tolol,Anger
orang mah enak punya tempat curhat *selain tuhan ya maksudnya* lah gua kalo curhat ke sape? guamah ngomong bener bisa disalahin, apalagi salah huft;Anger;orang mah enak punya tempat curhat *selain tuhan ya maksudnya* lah gua kalo curhat ke sape? guamah ngomong bener bisa disalahin, apalagi salah huft,Anger
"kalo gak dipenjemin duit tuh yaudah gt loh gausah yang ""lo mah enak bla bla"" diem aje lo diem sebelum w gebug puting lo.";Anger;"kalo gak dipenjemin duit tuh yaudah gt loh gausah yang ""lo mah enak bla bla"" diem aje lo diem sebelum w gebug puting lo.,Anger"
besok disuruh ikut acara keluarga di puncak, badan rasa-rasanya lagi gak enak dan salah satu saudara jg ada yg gejala mirip covid tapi tetep mau datang dan gak mau diperiksa. udh bilang ibu biar gak usah datang, eh, malah disuruh pakai masker double aja di sana. bete bgt.;Anger;besok disuruh ikut acara keluarga di puncak, badan rasa-rasanya lagi gak enak dan salah satu saudara jg ada yg gejala mirip covid tapi tetep mau datang dan gak mau diperiksa. udh bilang ibu biar gak usah datang, eh, malah disuruh pakai masker double aja di sana. bete bgt.,Anger
lama2 nyebelin bgt ya anak2 hasil keluarga bahagia ini -_-;Anger;lama2 nyebelin bgt ya anak2 hasil keluarga bahagia ini -_-,Anger
emang emang yang ngeliat gue dari luar tuh pasti kek asik banget yekan kerjaan enak, sesuai passion, gaji ya oke lah buat foya2 ama nabung masa depan, kaya happy terus, keluar sana sini, jalan2, banyak teman, apalagi ya .. ya tapikan kau tidak berjalan di atas sepatuku memek.;Anger;emang emang yang ngeliat gue dari luar tuh pasti kek asik banget yekan kerjaan enak, sesuai passion, gaji ya oke lah buat foya2 ama nabung masa depan, kaya happy terus, keluar sana sini, jalan2, banyak teman, apalagi ya .. ya tapikan kau tidak berjalan di atas sepatuku memek.,Anger
nie ayam kampung kenapa suka banget ribut sikk;Anger;nie ayam kampung kenapa suka banget ribut sikk,Anger
yang ngehoax itu kalian dan media kok nyalahin ridwan kamil lawak banget, yang jadi permasalahan itu patung garuda yang 2t bukan keseluruhan istana negara baca baca makanya biar ga kemakan hoax terus sama aja kaya kaum sebelah kalian suka hoax, idiot amat jadi manusia;Anger;yang ngehoax itu kalian dan media kok nyalahin ridwan kamil lawak banget, yang jadi permasalahan itu patung garuda yang 2t bukan keseluruhan istana negara baca baca makanya biar ga kemakan hoax terus sama aja kaya kaum sebelah kalian suka hoax, idiot amat jadi manusia,Anger
betooll bodoh banget yg suka ngmg: matiin rejeki org krn sinet tamat! sok tau bangett tp ya gitu, ngeyel;Anger;betooll bodoh banget yg suka ngmg: matiin rejeki org krn sinet tamat! sok tau bangett tp ya gitu, ngeyel,Anger
"biasanya jga kalo titip2 ke aku toh? knp ke ibu? udh tau ibu suka lupa masih aja nitip ke ibu, biasanya jga nitip ke aku trs di bls ""apa, nitip apa? nyenyenye"" mlh ngegas gue kasih tau biar klo nitip2 ke gue aja biasanya jga kaya gitu ajg";Anger;"biasanya jga kalo titip2 ke aku toh? knp ke ibu? udh tau ibu suka lupa masih aja nitip ke ibu, biasanya jga nitip ke aku trs di bls ""apa, nitip apa? nyenyenye"" mlh ngegas gue kasih tau biar klo nitip2 ke gue aja biasanya jga kaya gitu ajg,Anger"
ini pasti type buyers yang ribet aku ngga kasih proof kok bilang aneh lagian setiap seller punya s&k sendiri kali kalo ngga suka mah tinggal skip ribet banget bikin kesel dulu;Anger;ini pasti type buyers yang ribet aku ngga kasih proof kok bilang aneh lagian setiap seller punya s&k sendiri kali kalo ngga suka mah tinggal skip ribet banget bikin kesel dulu,Anger
asuh opung ini.. tolong hargain ya pung, tdk semua orang suka dengan postingan opung ini kara ini sumpah enak banget;Anger;asuh opung ini.. tolong hargain ya pung, tdk semua orang suka dengan postingan opung ini kara ini sumpah enak banget,Anger
friendlyy banget ofc ke cewe, playing victim, suka bgt umbar - umbar dia lagi deket sm cewe lain ke gue, mksdnya apa ya kak? suka gedeg gue tuh;Anger;friendlyy banget ofc ke cewe, playing victim, suka bgt umbar - umbar dia lagi deket sm cewe lain ke gue, mksdnya apa ya kak? suka gedeg gue tuh,Anger
sumpah yaa, instagram tuh kadang resee suka gak kasih notiff;Anger;sumpah yaa, instagram tuh kadang resee suka gak kasih notiff,Anger
kenapa kalo dengerin lagu sendirian suka cepet banget bosen gue hshsss;Anger;kenapa kalo dengerin lagu sendirian suka cepet banget bosen gue hshsss,Anger
"eh kok papa kenal? namira liatin bokapnya penasaran. ""ini alex anaknya pak adin yg kecilnya suka kelai itu kan?!"" alex ngangguk, ""sampe sekarang juga masih suka kelai, om. cuma gak ada lawannya."" berani banget emang ini anak, bikin malu campur kesellll";Anger;"eh kok papa kenal? namira liatin bokapnya penasaran. ""ini alex anaknya pak adin yg kecilnya suka kelai itu kan?!"" alex ngangguk, ""sampe sekarang juga masih suka kelai, om. cuma gak ada lawannya."" berani banget emang ini anak, bikin malu campur kesellll,Anger"
risih, gak suka banget soalnya kayak yang terlalu .. gimana gitu;Anger;risih, gak suka banget soalnya kayak yang terlalu .. gimana gitu,Anger
pas sma ga pernah bawa uang saku karena sekolahan deket banget dari rumah, bisa jalan. kadang males banget kalo kerkom jauh-jauh banget karena pulangnya suka malem dan kalau bayar ojol jadi mahal, mending aku kerjain sendiri. bikin sakit hati;Anger;pas sma ga pernah bawa uang saku karena sekolahan deket banget dari rumah, bisa jalan. kadang males banget kalo kerkom jauh-jauh banget karena pulangnya suka malem dan kalau bayar ojol jadi mahal, mending aku kerjain sendiri. bikin sakit hati,Anger
sayang tidak suka ya kalo sih pacar mu itu dateng pada acara meet and greet kamu nanti saya harap kamu menghargai perasaan fans saya tidak mau acara kamu kacau hanya karna pacar mu itu dateng .;Anger;sayang tidak suka ya kalo sih pacar mu itu dateng pada acara meet and greet kamu nanti saya harap kamu menghargai perasaan fans saya tidak mau acara kamu kacau hanya karna pacar mu itu dateng .,Anger
"aga emosi pengen datengin ksy terus tanyain ""elo udah punya pacar beneran ga si? emosi banget, suka tmi ke anak yang ngecrush in elo, gelud kita yokk"" ayo lanjut lagi pengen marah2 tapi gada hal yang mau ku marahin";Anger;"aga emosi pengen datengin ksy terus tanyain ""elo udah punya pacar beneran ga si? emosi banget, suka tmi ke anak yang ngecrush in elo, gelud kita yokk"" ayo lanjut lagi pengen marah2 tapi gada hal yang mau ku marahin,Anger"
sumpah anjrit ngerjain revisian tuh kenapa berat banget siihh males nya ituloh. kek paling beraat banget suka heran sama diri sendiri;Anger;sumpah anjrit ngerjain revisian tuh kenapa berat banget siihh males nya ituloh. kek paling beraat banget suka heran sama diri sendiri,Anger
emg org suka gitu.. udh nitip gatau diri setidaknya kyk haii kak.. atau pagi kak,aku boleh nitip menpes ga? gitu aja pasti bisa kan.. trus jg jgn lupa bilang terima kasih itu tata krama yg pasti di ajarin kok dari kecill. bikin jengkel aja pagi-pagi;Anger;emg org suka gitu.. udh nitip gatau diri setidaknya kyk haii kak.. atau pagi kak,aku boleh nitip menpes ga? gitu aja pasti bisa kan.. trus jg jgn lupa bilang terima kasih itu tata krama yg pasti di ajarin kok dari kecill. bikin jengkel aja pagi-pagi,Anger
heran banget sama orang orang yang suka nunda kerjaan tanpa alasan.;Anger;heran banget sama orang orang yang suka nunda kerjaan tanpa alasan.,Anger
gue pernah nih dapet cerita soal begini dari mulut anak cowo langsung, yang diginiin tuh anak cewe yang kebetulan emang gk terlalu di sukain sama anak kelas. walau gue juga gk suka sama nih cewek karena kelakuannya yang begitu tapi keterlaluan banget gue denger ceritanya juga”;Anger;gue pernah nih dapet cerita soal begini dari mulut anak cowo langsung, yang diginiin tuh anak cewe yang kebetulan emang gk terlalu di sukain sama anak kelas. walau gue juga gk suka sama nih cewek karena kelakuannya yang begitu tapi keterlaluan banget gue denger ceritanya juga”,Anger
gue baik banget apa ya sampe orang suka minjem duit, minta jawaban maksa;Anger;gue baik banget apa ya sampe orang suka minjem duit, minta jawaban maksa,Anger
w clingynya suka peluk peluk bkn ini anjing, ini apaan gajelas banget;Anger;w clingynya suka peluk peluk bkn ini anjing, ini apaan gajelas banget,Anger
fi: lucu cara ngomongnya kayak arashi ih. ci: idih fiel jelek banget suka mleyotin orang, suka ngajak gelut pula, aneh…;Anger;fi: lucu cara ngomongnya kayak arashi ih. ci: idih fiel jelek banget suka mleyotin orang, suka ngajak gelut pula, aneh…,Anger
gue gak sanggup banget sama gacie. tumbalin aja ke zombie secara suka rela nanti.;Anger;gue gak sanggup banget sama gacie. tumbalin aja ke zombie secara suka rela nanti.,Anger
sorry. kesel banget sama orang2 kaya gini. harus berapa kali gue jelasin. capek. lo pada suka anime lah, bola lah, blabla gue mana ada sih komen??!?!;Anger;sorry. kesel banget sama orang2 kaya gini. harus berapa kali gue jelasin. capek. lo pada suka anime lah, bola lah, blabla gue mana ada sih komen??!?!,Anger
"aku lumayan kesel sama jawabannya, jadi aku cuma ngangguk2 doang. terus kedua temenku juga bilang gini, ""aku keluar karena army banyak banget yang to*ic. suka mancing keributan."" batinku, ""halah, apa nggak salah?"" bayangin, sakit hati nggak digituin padahal mereka jelas tau--";Anger;"aku lumayan kesel sama jawabannya, jadi aku cuma ngangguk2 doang. terus kedua temenku juga bilang gini, ""aku keluar karena army banyak banget yang to*ic. suka mancing keributan."" batinku, ""halah, apa nggak salah?"" bayangin, sakit hati nggak digituin padahal mereka jelas tau--,Anger"
knapa dh suka banget nyerang love language gue;Anger;knapa dh suka banget nyerang love language gue,Anger
tp di dunia yg skrg ini kek nya malah jadi ancaman deh buat para cewe. dan sekali lagi kalo ada cowo di luaran sana yg masih suka cat calling cewe, lo tuh freak banget anjj.;Anger;tp di dunia yg skrg ini kek nya malah jadi ancaman deh buat para cewe. dan sekali lagi kalo ada cowo di luaran sana yg masih suka cat calling cewe, lo tuh freak banget anjj.,Anger
"suka gak abis pikir klo orang punya pikiran selingkuh/main belakang kek heh anjg pacar lu mati""an jaga lu, ngurus hidup lu yg gak seberapa bagus, ngerawat lu, tpi masih mikir buat selingkuh?? sumpah sampah banget";Anger;"suka gak abis pikir klo orang punya pikiran selingkuh/main belakang kek heh anjg pacar lu mati""an jaga lu, ngurus hidup lu yg gak seberapa bagus, ngerawat lu, tpi masih mikir buat selingkuh?? sumpah sampah banget,Anger"
haha, itu jaksel day ngebekas banget jadi bikin aku suka ngetik i bercampur language. t ____ t keki banget;Anger;haha, itu jaksel day ngebekas banget jadi bikin aku suka ngetik i bercampur language. t ____ t keki banget,Anger
emang gublug sih org2 yg suka banget masang lampu2 led begini dibelakang mobil. dia ga tau apa bs bahayain mobil belakang nya kalo malam apalg di tol. biasa bawa angkot kali ?;Anger;emang gublug sih org2 yg suka banget masang lampu2 led begini dibelakang mobil. dia ga tau apa bs bahayain mobil belakang nya kalo malam apalg di tol. biasa bawa angkot kali ?,Anger
suka ksl sama bt banget dehh dia suka marah klo aku ga ngabarin dia dlu klo mau pergi tpii dia sendiri klo mau pergi ngabarinnya pass udh di tempat ks gaksi;Anger;suka ksl sama bt banget dehh dia suka marah klo aku ga ngabarin dia dlu klo mau pergi tpii dia sendiri klo mau pergi ngabarinnya pass udh di tempat ks gaksi,Anger
ge tuh heran juga ya, video video keluhan kayak gini tu kan udah banyak banget, apa yg suka pasang pasang beginian ini gak pernah nonton, apa gak punya sosmed, apa kuper, apa emang bebal aja otaknya..;Anger;ge tuh heran juga ya, video video keluhan kayak gini tu kan udah banyak banget, apa yg suka pasang pasang beginian ini gak pernah nonton, apa gak punya sosmed, apa kuper, apa emang bebal aja otaknya..,Anger
biasanya yg pink sekarang yg ungu, ternyata ga suka wanginya plis ini kaya bau orang yg aku ga suka banget, sialan ternyata dia pake ini;Anger;biasanya yg pink sekarang yg ungu, ternyata ga suka wanginya plis ini kaya bau orang yg aku ga suka banget, sialan ternyata dia pake ini,Anger
negara emang suka gitu ya, ada isu satu yg gede, dia bikin kebijakan biar bikin pecah fokus. itu isu anak pak lurah dah ilang gegara ikn, ini isu wadas ilang lagi nih gegara jht cuma bisa dicairin pas usia 56 tahun. jago banget emang main caturnya heuheu, miris nasih rakyat;Anger;negara emang suka gitu ya, ada isu satu yg gede, dia bikin kebijakan biar bikin pecah fokus. itu isu anak pak lurah dah ilang gegara ikn, ini isu wadas ilang lagi nih gegara jht cuma bisa dicairin pas usia 56 tahun. jago banget emang main caturnya heuheu, miris nasih rakyat,Anger
chenle gamau di halu'in' gue saat itu kesel banget anjwingg kayak buat apa gitu loh bilang gituan heran gue kalau lo emg ga suka ya udah ga suka ngata2in ga ada yang maksa juga lo tu suka sama chenle itu hak lo but kalau ga suka ga usah hate emosi gue;Anger;chenle gamau di halu'in' gue saat itu kesel banget anjwingg kayak buat apa gitu loh bilang gituan heran gue kalau lo emg ga suka ya udah ga suka ngata2in ga ada yang maksa juga lo tu suka sama chenle itu hak lo but kalau ga suka ga usah hate emosi gue,Anger
paling males banget dapet message yang suka ditarik2 iss masalah hidup lo apa sii?!;Anger;paling males banget dapet message yang suka ditarik2 iss masalah hidup lo apa sii?!,Anger
bener banget jaman sma dulu ada lgi temen yg suka gitu,mana dia bangga bgt abis nipu demi bantuan didepan gue padahal tinggalnya di komplek perumahan yg bagus. mau marahin tapi asyudahlah dianya juga gada kesadaran;Anger;bener banget jaman sma dulu ada lgi temen yg suka gitu,mana dia bangga bgt abis nipu demi bantuan didepan gue padahal tinggalnya di komplek perumahan yg bagus. mau marahin tapi asyudahlah dianya juga gada kesadaran,Anger
sekiranya ig dipegang sm cowonya, jangan followan sm sec acc aing karna gada cowo di sec acc aku dan tbtb cowo tmn w ngeliat gtu aja suka ngelike ngelike. ga banget;Anger;sekiranya ig dipegang sm cowonya, jangan followan sm sec acc aing karna gada cowo di sec acc aku dan tbtb cowo tmn w ngeliat gtu aja suka ngelike ngelike. ga banget,Anger
ga suka banget org sembarangan naik ke kasur aku pas keringetan, atau kakinya ga dibersihin dulu padahal abis dri luar trus berpasir, naikin kaki seenaknya, badan lengket sama keringet. kamar aku apek kan jdinya aku mesti bersihin ulang. dilarang ke kamar, dibilangnya rahasia2an;Anger;ga suka banget org sembarangan naik ke kasur aku pas keringetan, atau kakinya ga dibersihin dulu padahal abis dri luar trus berpasir, naikin kaki seenaknya, badan lengket sama keringet. kamar aku apek kan jdinya aku mesti bersihin ulang. dilarang ke kamar, dibilangnya rahasia2an,Anger
aku dulu ada temen sekolah gayanya selangit, sok kaya banget, mana julid lagi, suka berantem dan ngerasa punya kekuasaan, eh ternyata minta keringanan biaya karena dia miskin trus temen kuliah dia orang kaya punya warnet, minta keringanan dr kampus buat bayar sampe 3 semester;Anger;aku dulu ada temen sekolah gayanya selangit, sok kaya banget, mana julid lagi, suka berantem dan ngerasa punya kekuasaan, eh ternyata minta keringanan biaya karena dia miskin trus temen kuliah dia orang kaya punya warnet, minta keringanan dr kampus buat bayar sampe 3 semester,Anger
tapi kami suka kpop itu tulus kak. gak ngerasa juga dimanfaatin. karya mereka juga bagus kok. menurut kakak, karya mereka ga bermanfaat? mau aku kasih liat penghargaan2 yg mereka trima? julid amat sih. gitu banget bencinya sampai dibentur2in ama even motogp. aneh.;Anger;tapi kami suka kpop itu tulus kak. gak ngerasa juga dimanfaatin. karya mereka juga bagus kok. menurut kakak, karya mereka ga bermanfaat? mau aku kasih liat penghargaan2 yg mereka trima? julid amat sih. gitu banget bencinya sampai dibentur2in ama even motogp. aneh.,Anger
kenapa si suka banget memaksakan kehendak -.-;Anger;kenapa si suka banget memaksakan kehendak -.-,Anger
makanya orang tuh kok ya aneh banget. suka overthinking gak jelas trus ngajak2 orang lain. jadi heboh sendiri;Anger;makanya orang tuh kok ya aneh banget. suka overthinking gak jelas trus ngajak2 orang lain. jadi heboh sendiri,Anger
gemini plin plan banget, suka bgt ngerubah rencana seenaknya. mn orgnya ga jls;Anger;gemini plin plan banget, suka bgt ngerubah rencana seenaknya. mn orgnya ga jls,Anger
demi tuhan risih banget. twitter ada fitur kayak gini di timeline ih. udh di silang masih suka muncuull;Anger;demi tuhan risih banget. twitter ada fitur kayak gini di timeline ih. udh di silang masih suka muncuull,Anger
kenapa ya orang2 kok suka banget cari2 kesalahannya aespa? iri bilang sahabat. damn, kalo gasuka mending gausa diliat.;Anger;kenapa ya orang2 kok suka banget cari2 kesalahannya aespa? iri bilang sahabat. damn, kalo gasuka mending gausa diliat.,Anger
nah. selingkuh tuh penyakit. ga ada kata khilap. lo selingkuh kan dalam keadaan sadar. udh salah masih aja bela diri. please, jgn suka jajan diluar atau sex sembarangan, lo sakit yg kena orang rumah lo anjg mbak2nya kuat2 banget ya allah semoga selalu sehat mbak;Anger;nah. selingkuh tuh penyakit. ga ada kata khilap. lo selingkuh kan dalam keadaan sadar. udh salah masih aja bela diri. please, jgn suka jajan diluar atau sex sembarangan, lo sakit yg kena orang rumah lo anjg mbak2nya kuat2 banget ya allah semoga selalu sehat mbak,Anger
"gue ga suka banget dichat terus.. ya kalo pembahasan lo bagus dan menarik bakal gue tanggepin, masalahnya pembahasan lo tuh itu"" aja dan hal"" yang lo bahas tuh hal"" yang menurut gue sensitif.. jadi ya gue males balas chat lo";Anger;"gue ga suka banget dichat terus.. ya kalo pembahasan lo bagus dan menarik bakal gue tanggepin, masalahnya pembahasan lo tuh itu"" aja dan hal"" yang lo bahas tuh hal"" yang menurut gue sensitif.. jadi ya gue males balas chat lo,Anger"
sampe gapaham apa salah aespa ke bts sampe fans bts alias army suka banget ngehate aespa. kayak yaampun fandom idol umur 7 tahun lebih hobi banget ngrusuh fandom idol yg baru umur setahun. kenapa ya army2 ini toxic bgt. terutama western/non asian army. asli sih rese bgt.;Anger;sampe gapaham apa salah aespa ke bts sampe fans bts alias army suka banget ngehate aespa. kayak yaampun fandom idol umur 7 tahun lebih hobi banget ngrusuh fandom idol yg baru umur setahun. kenapa ya army2 ini toxic bgt. terutama western/non asian army. asli sih rese bgt.,Anger
dihh ga sopan bgt, ini kurir kurir anteraja sama jnt pada ga bener apa gimana sih, suka banget bobo paket orang buat hal yg ga berguna gitu;Anger;dihh ga sopan bgt, ini kurir kurir anteraja sama jnt pada ga bener apa gimana sih, suka banget bobo paket orang buat hal yg ga berguna gitu,Anger
bagus untuk menampol sisi patriaki warga sokor yang sangat super duper kuat paling suka adegan mereka makan malem bareng kantor terus si ketuanya (yang mana cowo) bisa seenak jidat makan dimeja karyawan cewe (jiwoo) terus berantakan banget lagi makannya sumpah itu adegan;Anger;bagus untuk menampol sisi patriaki warga sokor yang sangat super duper kuat paling suka adegan mereka makan malem bareng kantor terus si ketuanya (yang mana cowo) bisa seenak jidat makan dimeja karyawan cewe (jiwoo) terus berantakan banget lagi makannya sumpah itu adegan,Anger
setuju, makanya kadang gue suka gedeg sama yg pro sm banget kayak anjir mereka aja urus artisnya ga becus;Anger;setuju, makanya kadang gue suka gedeg sama yg pro sm banget kayak anjir mereka aja urus artisnya ga becus,Anger
pasti guru gue dah ini, kaku banget sih gue kesel;Anger;pasti guru gue dah ini, kaku banget sih gue kesel,Anger
ya terus kenapa? ga suka? iri? dengki? ribet banget yak ada orang asing bikin konten karena lagi pramusim di indo terus dikomenin nyari engagement? terus harus ngapain? ga posting kegiatan pramusim mereka? manusia ribet anjir.;Anger;ya terus kenapa? ga suka? iri? dengki? ribet banget yak ada orang asing bikin konten karena lagi pramusim di indo terus dikomenin nyari engagement? terus harus ngapain? ga posting kegiatan pramusim mereka? manusia ribet anjir.,Anger
tiap sabtu kebangunin anjir grgr dibelakang rumah ada ibu ibu suka senam dan pake speakernya tuh gede banget anjing suaranya kaya bener bener gede banget gila, udh pernah ditegur sebenernya tp diulang lg gt kaya minggu depannya pasti gede lagi si suaranya :) bgst pen tdr aku;Anger;tiap sabtu kebangunin anjir grgr dibelakang rumah ada ibu ibu suka senam dan pake speakernya tuh gede banget anjing suaranya kaya bener bener gede banget gila, udh pernah ditegur sebenernya tp diulang lg gt kaya minggu depannya pasti gede lagi si suaranya :) bgst pen tdr aku,Anger
males banget, nge-chat w kalo cuma mau nirun, huh. di sekolah aja lagaknya kayak orang pinter, tapi suka nirun aing;Anger;males banget, nge-chat w kalo cuma mau nirun, huh. di sekolah aja lagaknya kayak orang pinter, tapi suka nirun aing,Anger
"kesel banget sumpah, gimana ya. bisa2nya ngomong ""nanti kamu suka sama yang lain, aku ditinggal"", punten, kamu suka sama aku aja aku udah keong2 (hah?), kamu ngeliat ke arah aku aja aku udah beruntung banget loh, ""aku ditinggal"" gue ninggalin lu kemana sih? tukang martabak?";Anger;"kesel banget sumpah, gimana ya. bisa2nya ngomong ""nanti kamu suka sama yang lain, aku ditinggal"", punten, kamu suka sama aku aja aku udah keong2 (hah?), kamu ngeliat ke arah aku aja aku udah beruntung banget loh, ""aku ditinggal"" gue ninggalin lu kemana sih? tukang martabak?,Anger"
suka banget ikut campur nih kanye pdhal ga ada yg nyebut nama anjir.. dahlah problematik emng;Anger;suka banget ikut campur nih kanye pdhal ga ada yg nyebut nama anjir.. dahlah problematik emng,Anger
hadeeh kadang gue bingung banget yah sama cewe suka update2 kalo dia jadi selingkuhan gini tuh ceritanya merasa cantik banget apa gimana sih? jahat tauu beginii.. udah jahat diumbar2 jahatnya, gue aja yg cewek ilfeel liatnya, huftt.;Anger;hadeeh kadang gue bingung banget yah sama cewe suka update2 kalo dia jadi selingkuhan gini tuh ceritanya merasa cantik banget apa gimana sih? jahat tauu beginii.. udah jahat diumbar2 jahatnya, gue aja yg cewek ilfeel liatnya, huftt.,Anger
jends ngasih info kadang suka banget dadakan deh kampus bikin keki;Anger;jends ngasih info kadang suka banget dadakan deh kampus bikin keki,Anger
pernah, pas ngomong sama twice, aku bilang temen ku suka sama exo ke nayeon, goblog banget anjing, exo mah ke grup exo ya bukan ke twice, mana nayeon mangut mangut kayak bangga;Anger;pernah, pas ngomong sama twice, aku bilang temen ku suka sama exo ke nayeon, goblog banget anjing, exo mah ke grup exo ya bukan ke twice, mana nayeon mangut mangut kayak bangga,Anger
"alasan utama nya adalah karna sangat"" melokaal (dari yg dia cover lagu cinta luar biasa, trs kalo ngomong indo tuh udah kek orang indo. bener"" yang kek ni orang beneran orang korea gaasih?! terus juga warna kulit nya yang aku suka. beda aja gtu dia sama temen""nya yg lain)..";Anger;"alasan utama nya adalah karna sangat"" melokaal (dari yg dia cover lagu cinta luar biasa, trs kalo ngomong indo tuh udah kek orang indo. bener"" yang kek ni orang beneran orang korea gaasih?! terus juga warna kulit nya yang aku suka. beda aja gtu dia sama temen""nya yg lain)..,Anger"
nenek ma mak ku nih, tapi klo ada orang lgi ngomong kadang suka ikut njawab, heran banget;Anger;nenek ma mak ku nih, tapi klo ada orang lgi ngomong kadang suka ikut njawab, heran banget,Anger
ini twitter knp sih?? suka banget nyesi ga;Anger;ini twitter knp sih?? suka banget nyesi ga,Anger
bapak sialan ya gabagus buat contoh, songong, bgst, capek bgt pasti punya bapk kek gitu. ha ha ha, arsen zeyeng, suka bgt gaya lu broo sayang arsen banyak2;Anger;bapak sialan ya gabagus buat contoh, songong, bgst, capek bgt pasti punya bapk kek gitu. ha ha ha, arsen zeyeng, suka bgt gaya lu broo sayang arsen banyak2,Anger
bnsatt anjirr pagi2 bikin emosi. kalo ga suka anjing kenapa pelihara?! tiap hari selalu denger anjing nangis kena pukul. emosii. mending lu kasih orang dah tu anjing daripada disiksa setiap hari. kesel yatuhan dengernya ikut sakit denger anjing nangis;Anger;bnsatt anjirr pagi2 bikin emosi. kalo ga suka anjing kenapa pelihara?! tiap hari selalu denger anjing nangis kena pukul. emosii. mending lu kasih orang dah tu anjing daripada disiksa setiap hari. kesel yatuhan dengernya ikut sakit denger anjing nangis,Anger
honestly im not the cheerful type orangnya lebih suka diem, kalo ngga penting males ngomong, ngga mau sok asik juga. but.. karena tuntutan peran, jadi sok baik deh haha lucu banget maksain buat two-faced, kesel juga sebenarnya;Anger;honestly im not the cheerful type orangnya lebih suka diem, kalo ngga penting males ngomong, ngga mau sok asik juga. but.. karena tuntutan peran, jadi sok baik deh haha lucu banget maksain buat two-faced, kesel juga sebenarnya,Anger
eh buset gedeg bgt bacanya anak setan lu pada, justru ini yg gua suka dari 2gether di ceritanya bener bener nunjukin cinta ya cinta, bukan cuma tentang nafsu doang.;Anger;eh buset gedeg bgt bacanya anak setan lu pada, justru ini yg gua suka dari 2gether di ceritanya bener bener nunjukin cinta ya cinta, bukan cuma tentang nafsu doang.,Anger
